,0069,92,00ED4
R,0090,7D,0162C
R,0090,7E,00F6A
R,0090,7F,0063F
R,0090,80,005C0
R,0090,81,00A2D
R,0090,82,0135E
R,0090,83,011A0
R,0090,84,0088D
R,0090,85,005DA
R,0090,86,00576
R,0090,87,01090
R,0090,88,00D0A
R,0090,89,00417
R,0090,8A,006FE
R,0090,8B,00D7B
R,0090,8C,01084
R,0090,8D,0133E
R,0090,8E,00708
R,0090,8F,00E08
R,0090,90,014A9
R,0090,91,0074A
R,0090,92,00EAA
R,0090,93,00A3D
R,0090,94,00339
R,0090,95,00865
R,0090,96,00C97
R,0090,97,003EC
R,0090,98,0160F
R,0090,99,0113B
R,0090,9A,0068C
R,0090,9B,00D9B
R,0090,9C,0046C
R,0090,9D,00F77
R,0090,9E,01045
R,0090,9F,01214
R,0090,A0,00404
R,0090,A1,011D0
R,0090,A2,01392
R,0090,A3,01157
R,0090,A4,00DDF
R,0090,A5,00D53
R,0090,A6,0139A
R,0090,A7,015E0
R,0090,A8,00E47
R,0090,A9,0133A
R,0090,AA,01680
R,0090,AB,00237
R,0090,AC,00261
R,0090,AD,00636
R,0090,AE,01519
R,0090,AF,006B2
R,0090,B0,00EA0
R,0090,B1,0118D
R,0090,B2,00354
R,0090,B3,00395
R,0090,B4,01365
R,0090,B5,0142D
R,0090,B6,011D3
R,0090,B7,01147
R,0090,B8,005D4
R,0090,B9,00212
R,0090,BA,00228
R,0090,BB,0044B
R,0090,BC,0024D
R,0090,BD,00D71
R,0090,BE,0056F
R,0090,BF,00709
R,0090,C0,00C96
R,0090,C1,01057
R,0090,C2,01391
R,0090,C3,0111B
R,0090,C4,0052A
R,0090,C5,012E4
R,0090,C6,008FA
R,0090,C7,00BCA
R,0090,C8,0043F
R,0090,C9,00A99
R,0090,CA,007E4
R,0090,CB,00517
R,0090,CC,009F2
R,0090,CD,0163D
R,0090,CE,01110
R,0090,CF,01187
R,0090,D0,0163A
R,0090,D1,015C0
R,0090,D2,0162C
R,0090,D3,00F65
R,0090,D4,00428
R,0090,D5,0130D
R,0090,D6,00596
R,0090,D7,015F9
R,0090,D8,004C2
R,0090,D9,004FA
R,0090,DA,0060F
R,0090,DB,00301
R,0090,DC,008CB
R,0090,DD,005EE
R,0090,DE,002A6
R,0090,DF,00690
R,0090,E0,0151A
R,0090,E1,0024F
R,0090,E2,00757
R,0090,E3,0113A
R,0090,E4,013EE
R,0090,E5,01627
R,0090,E6,0034B
R,0090,E7,00DC4
R,0090,E8,004EE
R,0090,E9,0150E
R,0090,EA,0147D
R,0090,EB,00A2D
R,0090,EC,01070
R,0090,ED,0028D
R,0090,EE,009E5
R,0090,EF,001E7
R,0090,F0,00B6C
R,0090,F1,013BD
R,0090,F2,00DBC
R,0090,F3,008E3
R,0090,F4,00B48
R,0090,F5,00EEE
R,0090,F6,008DA
R,0090,F7,015A1
R,0090,F8,00385
R,0090,F9,00F2C
R,0090,FA,00DFD
R,0090,FB,0151F
R,0090,FC,008BA
R,0090,FD,00EC3
R,0090,FE,00797
R,0090,FF,00E88
T,0090,0054FFDE
R,0091,00,009E9
R,0091,01,01549
R,0091,02,014FC
R,0091,03,0042A
R,0091,04,0085E
R,0091,05,00907
R,0091,06,011EE
R,0091,07,00AFB
R,0091,08,004A0
R,0091,09,00E7A
R,0091,0A,008F8
R,0091,0B,01193
R,0091,0C,015F4
R,0091,0D,00D24
R,0091,0E,00289
R,0091,0F,013E0
R,0091,10,010E8
R,0091,11,01666
R,0091,12,0028F
R,0091,13,00E2B
R,0091,14,011B4
R,0091,15,0084E
R,0091,16,00F59
R,0091,17,01623
R,0091,18,00A31
R,0091,19,01519
R,0091,1A,013FF
R,0091,1B,00952
R,0091,1C,00CD4
R,0091,1D,01391
R,0091,1E,01008
R,0091,1F,00994
R,0091,20,007CB
R,0091,21,01393
R,0091,22,015BE
R,0091,23,013D2
R,0091,24,01573
R,0091,25,015DF
R,0091,26,00CD2
R,0091,27,0169C
R,0091,28,0094E
R,0091,29,00D7F
R,0091,2A,00656
R,0091,2B,00659
R,0091,2C,014CF
R,0091,2D,00C4E
R,0091,2E,009A7
R,0091,2F,00645
R,0091,30,01276
R,0091,31,0023F
R,0091,32,00F80
R,0091,33,00CB1
R,0091,34,0022E
R,0091,35,0049D
R,0091,36,00850
R,0091,37,00FD0
R,0091,38,01697
R,0091,39,008C1
R,0091,3A,00694
R,0091,3B,001E3
R,0091,3C,01574
R,0091,3D,00F0A
R,0091,3E,0105F
R,0091,3F,0029A
R,0091,40,0060E
R,0091,41,00EAB
R,0091,42,00F10
R,0091,43,0139D
R,0091,44,009B3
R,0091,45,003F2
R,0091,46,0114C
R,0091,47,00418
R,0091,48,0057A
R,0091,49,013C6
R,0091,4A,00681
R,0091,4B,01322
R,0091,4C,003E2
R,0091,4D,014CE
R,0091,4E,01348
R,0091,4F,01165
R,0091,50,00DAF
R,0091,51,013A8
R,0091,52,00629
R,0091,53,006F3
R,0091,54,0139A
R,0091,55,00E02
R,0091,56,001F4
R,0091,57,01477
R,0091,58,004B2
R,0091,59,0117F
R,0091,5A,014F1
R,0091,5B,015A0
R,0091,5C,008A9
R,0091,5D,001E5
R,0091,5E,00DCD
R,0091,5F,0063E
R,0091,60,00561
R,0091,61,00A49
R,0091,62,0067B
R,0091,63,00AA6
R,0091,64,00983
R,0091,65,010E8
R,0091,66,012F8
R,0091,67,014A5
R,0091,68,00ED7
R,0091,69,01668
R,0091,6A,00F2B
R,0091,6B,00840
R,0091,6C,01187
R,0091,6D,00FE9
R,0091,6E,01656
R,0091,6F,00D83
R,0091,70,01610
R,0091,71,00ABE
R,0091,72,01171
R,0091,73,010C3
R,0091,74,006E3
R,0091,75,01049
R,0091,76,001D6
R,0091,77,014DA
R,0091,78,00832
R,0091,79,006A1
R,0091,7A,00F0D
R,0091,7B,011C3
R,0091,7C,009CA
R,0091,7D,0161C
R,0091,7E,00FD7
R,0091,7F,005F4
R,0091,80,005BA
R,0091,81,00A29
R,0091,82,01377
R,0091,83,0116E
R,0091,84,0086B
R,0091,85,00585
R,0091,86,00553
R,0091,87,010BF
R,0091,88,00D76
R,0091,89,003F3
R,0091,8A,006E9
R,0091,8B,00DCD
R,0091,8C,010D1
R,0091,8D,01383
R,0091,8E,0075D
R,0091,8F,00E8E
R,0091,90,014DB
R,0091,91,0079E
R,0091,92,00E8F
R,0091,93,00A47
R,0091,94,0034D
R,0091,95,0082A
R,0091,96,00C97
R,0091,97,003E6
R,0091,98,01612
R,0091,99,01117
R,0091,9A,00694
R,0091,9B,00E41
R,0091,9C,00485
R,0091,9D,00F87
R,0091,9E,01028
R,0091,9F,01226
R,0091,A0,003F8
R,0091,A1,011A9
R,0091,A2,01381
R,0091,A3,0115D
R,0091,A4,00DF2
R,0091,A5,00D87
R,0091,A6,013BE
R,0091,A7,015C5
R,0091,A8,00DD8
R,0091,A9,0130D
R,0091,AA,01678
R,0091,AB,00258
R,0091,AC,00294
R,0091,AD,005AF
R,0091,AE,01548
R,0091,AF,00724
R,0091,B0,00E71
R,0091,B1,01179
R,0091,B2,00311
R,0091,B3,0034C
R,0091,B4,0134B
R,0091,B5,01462
R,0091,B6,01183
R,0091,B7,010F8
R,0091,B8,005B5
R,0091,B9,00210
R,0091,BA,00237
R,0091,BB,0045F
R,0091,BC,0024C
R,0091,BD,00D3D
R,0091,BE,00555
R,0091,BF,0073E
R,0091,C0,00CB7
R,0091,C1,0106A
R,0091,C2,012E3
R,0091,C3,011BC
R,0091,C4,00561
R,0091,C5,01286
R,0091,C6,0095B
R,0091,C7,00BBE
R,0091,C8,0043C
R,0091,C9,00A7D
R,0091,CA,007F4
R,0091,CB,0055F
R,0091,CC,00A0A
R,0091,CD,01628
R,0091,CE,01101
R,0091,CF,011F4
R,0091,D0,01657
R,0091,D1,015CF
R,0091,D2,01659
R,0091,D3,00F34
R,0091,D4,00465
R,0091,D5,012D8
R,0091,D6,005C0
R,0091,D7,015AB
R,0091,D8,004C6
R,0091,D9,00514
R,0091,DA,0055C
R,0091,DB,0024E
R,0091,DC,00897
R,0091,DD,00613
R,0091,DE,002F1
R,0091,DF,0067C
R,0091,E0,01503
R,0091,E1,0022E
R,0091,E2,006F1
R,0091,E3,011E1
R,0091,E4,0143B
R,0091,E5,0161A
R,0091,E6,0031D
R,0091,E7,00D4D
R,0091,E8,00528
R,0091,E9,01516
R,0091,EA,0146A
R,0091,EB,00A19
R,0091,EC,01074
R,0091,ED,002AD
R,0091,EE,00A6A
R,0091,EF,001EF
R,0091,F0,00C78
R,0091,F1,013DD
R,0091,F2,00DC8
R,0091,F3,008A8
R,0091,F4,00AE0
R,0091,F5,00F1A
R,0091,F6,008D0
R,0091,F7,015B4
R,0091,F8,00323
R,0091,F9,00F42
R,0091,FA,00E9B
R,0091,FB,014F7
R,0091,FC,00882
R,0091,FD,00EFE
R,0091,FE,0078E
R,0091,FF,00E94
T,0091,0054FFDE
R,0092,00,009FF
R,0092,01,01549
R,0092,02,015AA
R,0092,03,0041F
R,0092,04,00890
R,0092,05,0083F
R,0092,06,0118C
R,0092,07,00B1B
R,0092,08,004D6
R,0092,09,00F12
R,0092,0A,00951
R,0092,0B,0117D
R,0092,0C,015C1
R,0092,0D,00DB1
R,0092,0E,002D8
R,0092,0F,01367
R,0092,10,01137
R,0092,11,0162A
R,0092,12,0028C
R,0092,13,00E35
R,0092,14,011A7
R,0092,15,00832
R,0092,16,00F3D
R,0092,17,015FF
R,0092,18,00992
R,0092,19,01506
R,0092,1A,0141B
R,0092,1B,0094A
R,0092,1C,00CB2
R,0092,1D,01393
R,0092,1E,00FDF
R,0092,1F,0098C
R,0092,20,007ED
R,0092,21,013EB
R,0092,22,015B5
R,0092,23,013A3
R,0092,24,0155F
R,0092,25,015BB
R,0092,26,00C78
R,0092,27,016C5
R,0092,28,00994
R,0092,29,00D44
R,0092,2A,00644
R,0092,2B,0064D
R,0092,2C,0157A
R,0092,2D,00BE5
R,0092,2E,00982
R,0092,2F,00625
R,0092,30,01270
R,0092,31,00261
R,0092,32,00F26
R,0092,33,00CD2
R,0092,34,0023B
R,0092,35,004AE
R,0092,36,00836
R,0092,37,01036
R,0092,38,0169E
R,0092,39,008DA
R,0092,3A,00713
R,0092,3B,001EA
R,0092,3C,01581
R,0092,3D,00EDD
R,0092,3E,01094
R,0092,3F,0027F
R,0092,40,00656
R,0092,41,00E23
R,0092,42,00F2D
R,0092,43,0139A
R,0092,44,009A3
R,0092,45,00439
R,0092,46,0120A
R,0092,47,003D2
R,0092,48,005CC
R,0092,49,013B4
R,0092,4A,006E3
R,0092,4B,012ED
R,0092,4C,003EA
R,0092,4D,01506
R,0092,4E,01315
R,0092,4F,011B9
R,0092,50,00D3F
R,0092,51,01375
R,0092,52,00642
R,0092,53,00778
R,0092,54,01406
R,0092,55,00E6E
R,0092,56,001EF
R,0092,57,0145D
R,0092,58,004C7
R,0092,59,011FC
R,0092,5A,0150E
R,0092,5B,01563
R,0092,5C,00900
R,0092,5D,001EF
R,0092,5E,00DC6
R,0092,5F,00658
R,0092,60,0064D
R,0092,61,00A4D
R,0092,62,006B0
R,0092,63,00A21
R,0092,64,00937
R,0092,65,010C7
R,0092,66,012EF
R,0092,67,014DE
R,0092,68,00E67
R,0092,69,0165C
R,0092,6A,00F03
R,0092,6B,00869
R,0092,6C,01223
R,0092,6D,00F71
R,0092,6E,01667
R,0092,6F,00D46
R,0092,70,01602
R,0092,71,00A91
R,0092,72,01189
R,0092,73,010E7
R,0092,74,0070A
R,0092,75,010AB
R,0092,76,001C5
R,0092,77,01531
R,0092,78,0086A
R,0092,79,006A0
R,0092,7A,00FAB
R,0092,7B,0121F
R,0092,7C,00993
R,0092,7D,01633
R,0092,7E,00F6A
R,0092,7F,005D0
R,0092,80,00607
R,0092,81,009C5
R,0092,82,01377
R,0092,83,01187
R,0092,84,00850
R,0092,85,005EC
R,0092,86,00554
R,0092,87,010AE
R,0092,88,00D7D
R,0092,89,003ED
R,0092,8A,006C9
R,0092,8B,00D80
R,0092,8C,010AD
R,0092,8D,01386
R,0092,8E,00709
R,0092,8F,00DF3
R,0092,90,01504
R,0092,91,007E1
R,0092,92,00EDE
R,0092,93,00A14
R,0092,94,00371
R,0092,95,00873
R,0092,96,00C59
R,0092,97,003CC
R,0092,98,01624
R,0092,99,0111E
R,0092,9A,0069F
R,0092,9B,00DE0
R,0092,9C,00465
R,0092,9D,00F3A
R,0092,9E,01027
R,0092,9F,01195
R,0092,A0,00405
R,0092,A1,0119F
R,0092,A2,013E5
R,0092,A3,011A7
R,0092,A4,00DE7
R,0092,A5,00DFC
R,0092,A6,013AA
R,0092,A7,015C2
R,0092,A8,00DD3
R,0092,A9,01341
R,0092,AA,0167D
R,0092,AB,00231
R,0092,AC,00289
R,0092,AD,00608
R,0092,AE,01531
R,0092,AF,006C8
R,0092,B0,00EEC
R,0092,B1,01144
R,0092,B2,00330
R,0092,B3,003A4
R,0092,B4,01380
R,0092,B5,01416
R,0092,B6,011B4
R,0092,B7,01148
R,0092,B8,005DD
R,0092,B9,00218
R,0092,BA,00219
R,0092,BB,00483
R,0092,BC,00262
R,0092,BD,00DAC
R,0092,BE,00553
R,0092,BF,00745
R,0092,C0,00C61
R,0092,C1,010A1
R,0092,C2,01371
R,0092,C3,011A9
R,0092,C4,00555
R,0092,C5,01283
R,0092,C6,008E7
R,0092,C7,00C12
R,0092,C8,0049C
R,0092,C9,00A8C
R,0092,CA,00834
R,0092,CB,0051C
R,0092,CC,00A39
R,0092,CD,0162E
R,0092,CE,010BC
R,0092,CF,0121D
R,0092,D0,01648
R,0092,D1,015EB
R,0092,D2,01661
R,0092,D3,00F5D
R,0092,D4,003CB
R,0092,D5,012DC
R,0092,D6,006D3
R,0092,D7,015C8
R,0092,D8,004BF
R,0092,D9,004D5
R,0092,DA,005E4
R,0092,DB,0030F
R,0092,DC,008A9
R,0092,DD,00663
R,0092,DE,0028B
R,0092,DF,006B1
R,0092,E0,0154B
R,0092,E1,00239
R,0092,E2,006FD
R,0092,E3,01141
R,0092,E4,0142D
R,0092,E5,0161B
R,0092,E6,00347
R,0092,E7,00D73
R,0092,E8,004F6
R,0092,E9,01519
R,0092,EA,0145A
R,0092,EB,00A18
R,0092,EC,01057
R,0092,ED,0027A
R,0092,EE,00A25
R,0092,EF,001DF
R,0092,F0,00C50
R,0092,F1,013CD
R,0092,F2,00DC2
R,0092,F3,008C7
R,0092,F4,00B30
R,0092,F5,00EE4
R,0092,F6,008BF
R,0092,F7,015A5
R,0092,F8,00324
R,0092,F9,00EF1
R,0092,FA,00E22
R,0092,FB,014CB
R,0092,FC,00888
R,0092,FD,00EA4
R,0092,FE,007AB
R,0092,FF,00ED3
T,0092,0054FFDE
R,0093,00,009E0
R,0093,01,014FF
R,0093,02,01534
R,0093,03,003CC
R,0093,04,0086B
R,0093,05,008BF
R,0093,06,0118C
R,0093,07,00ADB
R,0093,08,004CB
R,0093,09,00DDD
R,0093,0A,0093A
R,0093,0B,011BA
R,0093,0C,01578
R,0093,0D,00D6B
R,0093,0E,0030E
R,0093,0F,013CF
R,0093,10,010AB
R,0093,11,0163E
R,0093,12,0024F
R,0093,13,00E79
R,0093,14,011BF
R,0093,15,008CC
R,0093,16,00F2D
R,0093,17,0160E
R,0093,18,009E0
R,0093,19,0151A
R,0093,1A,0142B
R,0093,1B,00949
R,0093,1C,00CFC
R,0093,1D,0133A
R,0093,1E,01020
R,0093,1F,009A8
R,0093,20,0081D
R,0093,21,013A2
R,0093,22,015A4
R,0093,23,013CB
R,0093,24,01555
R,0093,25,0159E
R,0093,26,00CB8
R,0093,27,016C4
R,0093,28,0093F
R,0093,29,00D67
R,0093,2A,0061E
R,0093,2B,00688
R,0093,2C,0151F
R,0093,2D,00C0C
R,0093,2E,009BB
R,0093,2F,0060E
R,0093,30,01262
R,0093,31,0023E
R,0093,32,00F26
R,0093,33,00CB3
R,0093,34,0024F
R,0093,35,00446
R,0093,36,00888
R,0093,37,00FEA
R,0093,38,016AF
R,0093,39,0084F
R,0093,3A,00675
R,0093,3B,001E9
R,0093,3C,0157F
R,0093,3D,00E95
R,0093,3E,010C9
R,0093,3F,002CC
R,0093,40,00619
R,0093,41,00E94
R,0093,42,00F5D
R,0093,43,01397
R,0093,44,0091D
R,0093,45,003FA
R,0093,46,01228
R,0093,47,00371
R,0093,48,005D4
R,0093,49,01400
R,0093,4A,0067A
R,0093,4B,01351
R,0093,4C,003A8
R,0093,4D,014E6
R,0093,4E,012EC
R,0093,4F,01164
R,0093,50,00DDF
R,0093,51,013B3
R,0093,52,00644
R,0093,53,0073B
R,0093,54,013A3
R,0093,55,00E15
R,0093,56,001FE
R,0093,57,01440
R,0093,58,00497
R,0093,59,011F4
R,0093,5A,014DD
R,0093,5B,01585
R,0093,5C,00839
R,0093,5D,001DD
R,0093,5E,00DD2
R,0093,5F,00629
R,0093,60,005F7
R,0093,61,00A1C
R,0093,62,0069C
R,0093,63,00AE2
R,0093,64,0092E
R,0093,65,01101
R,0093,66,01315
R,0093,67,01501
R,0093,68,00E3E
R,0093,69,0164A
R,0093,6A,00EDB
R,0093,6B,00872
R,0093,6C,011C5
R,0093,6D,00FD9
R,0093,6E,01667
R,0093,6F,00D9C
R,0093,70,01615
R,0093,71,00A2F
R,0093,72,01196
R,0093,73,010DA
R,0093,74,006DA
R,0093,75,01082
R,0093,76,001E4
R,0093,77,01512
R,0093,78,00839
R,0093,79,0068B
R,0093,7A,00F14
R,0093,7B,01215
R,0093,7C,009DF
R,0093,7D,0161E
R,0093,7E,00F90
R,0093,7F,005C0
R,0093,80,005DF
R,0093,81,00A13
R,0093,82,0136C
R,0093,83,01169
R,0093,84,008BC
R,0093,85,0061D
R,0093,86,00545
R,0093,87,0109C
R,0093,88,00D86
R,0093,89,003DF
R,0093,8A,006C7
R,0093,8B,00DD8
R,0093,8C,0110C
R,0093,8D,01380
R,0093,8E,00683
R,0093,8F,00E2D
R,0093,90,0150B
R,0093,91,007BA
R,0093,92,00EFC
R,0093,93,00A5B
R,0093,94,00363
R,0093,95,00864
R,0093,96,00C29
R,0093,97,003E2
R,0093,98,0162C
R,0093,99,01118
R,0093,9A,00681
R,0093,9B,00E09
R,0093,9C,004A0
R,0093,9D,00FEF
R,0093,9E,0105F
R,0093,9F,0120E
R,0093,A0,0040A
R,0093,A1,01193
R,0093,A2,01375
R,0093,A3,011A7
R,0093,A4,00D6D
R,0093,A5,00E10
R,0093,A6,0136E
R,0093,A7,015B2
R,0093,A8,00DE2
R,0093,A9,0130A
R,0093,AA,01684
R,0093,AB,0022B
R,0093,AC,0028D
R,0093,AD,00606
R,0093,AE,014E7
R,0093,AF,00733
R,0093,B0,00EA5
R,0093,B1,01178
R,0093,B2,00363
R,0093,B3,00366
R,0093,B4,0134E
R,0093,B5,013E7
R,0093,B6,011B5
R,0093,B7,01165
R,0093,B8,00569
R,0093,B9,0022F
R,0093,BA,00240
R,0093,BB,00495
R,0093,BC,00245
R,0093,BD,00D6F
R,0093,BE,0057B
R,0093,BF,00752
R,0093,C0,00CBD
R,0093,C1,01045
R,0093,C2,0130E
R,0093,C3,01201
R,0093,C4,0053C
R,0093,C5,0126E
R,0093,C6,008F2
R,0093,C7,00C15
R,0093,C8,00435
R,0093,C9,00AC8
R,0093,CA,00771
R,0093,CB,00536
R,0093,CC,009F8
R,0093,CD,0164C
R,0093,CE,010A4
R,0093,CF,0119A
R,0093,D0,01649
R,0093,D1,015B2
R,0093,D2,0163C
R,0093,D3,00FBE
R,0093,D4,00402
R,0093,D5,01304
R,0093,D6,005AE
R,0093,D7,015B6
R,0093,D8,004C1
R,0093,D9,0052A
R,0093,DA,005EC
R,0093,DB,002F5
R,0093,DC,0091C
R,0093,DD,005A2
R,0093,DE,002A4
R,0093,DF,006B1
R,0093,E0,01545
R,0093,E1,0022B
R,0093,E2,0073C
R,0093,E3,011E3
R,0093,E4,0143F
R,0093,E5,01623
R,0093,E6,00333
R,0093,E7,00D5A
R,0093,E8,00579
R,0093,E9,01522
R,0093,EA,014FB
R,0093,EB,00A23
R,0093,EC,00FD8
R,0093,ED,00263
R,0093,EE,009D0
R,0093,EF,0020A
R,0093,F0,00C13
R,0093,F1,0140F
R,0093,F2,00D98
R,0093,F3,008D9
R,0093,F4,00B3D
R,0093,F5,00F2C
R,0093,F6,008D8
R,0093,F7,015C5
R,0093,F8,00316
R,0093,F9,00F94
R,0093,FA,00DDB
R,0093,FB,014EC
R,0093,FC,0085B
R,0093,FD,00EB6
R,0093,FE,0085C
R,0093,FF,00E92
T,0093,005551E9
R,0094,00,00970
R,0094,01,01515
R,0094,02,01542
R,0094,03,00429
R,0094,04,008E8
R,0094,05,008BC
R,0094,06,0119D
R,0094,07,00AFC
R,0094,08,0049E
R,0094,09,00E7E
R,0094,0A,00902
R,0094,0B,011CE
R,0094,0C,01587
R,0094,0D,00CF0
R,0094,0E,0030C
R,0094,0F,013B6
R,0094,10,010B6
R,0094,11,01652
R,0094,12,00298
R,0094,13,00E9E
R,0094,14,011DA
R,0094,15,00859
R,0094,16,00F34
R,0094,17,01635
R,0094,18,00A18
R,0094,19,0155E
R,0094,1A,013EC
R,0094,1B,0097B
R,0094,1C,00CF5
R,0094,1D,013A6
R,0094,1E,00FFF
R,0094,1F,0099A
R,0094,20,007C7
R,0094,21,01382
R,0094,22,015A1
R,0094,23,013ED
R,0094,24,01559
R,0094,25,01594
R,0094,26,00C5F
R,0094,27,0169E
R,0094,28,00942
R,0094,29,00D9E
R,0094,2A,005AD
R,0094,2B,00657
R,0094,2C,01563
R,0094,2D,00C44
R,0094,2E,00A0A
R,0094,2F,0063D
R,0094,30,0126F
R,0094,31,00235
R,0094,32,00F15
R,0094,33,00CEC
R,0094,34,0020D
R,0094,35,00465
R,0094,36,00834
R,0094,37,01096
R,0094,38,01685
R,0094,39,007C2
R,0094,3A,005CF
R,0094,3B,001CA
R,0094,3C,015A4
R,0094,3D,00EBA
R,0094,3E,010EC
R,0094,3F,002B5
R,0094,40,00602
R,0094,41,00E4A
R,0094,42,00F20
R,0094,43,01375
R,0094,44,008FD
R,0094,45,003FB
R,0094,46,011F9
R,0094,47,0030D
R,0094,48,00595
R,0094,49,01392
R,0094,4A,006BC
R,0094,4B,0134D
R,0094,4C,003E8
R,0094,4D,01503
R,0094,4E,012EE
R,0094,4F,01117
R,0094,50,00DE1
R,0094,51,01377
R,0094,52,00688
R,0094,53,006FD
R,0094,54,013D6
R,0094,55,00E12
R,0094,56,001E1
R,0094,57,01456
R,0094,58,00478
R,0094,59,011BC
R,0094,5A,01522
R,0094,5B,01554
R,0094,5C,0092E
R,0094,5D,001F7
R,0094,5E,00D69
R,0094,5F,006B5
R,0094,60,005F6
R,0094,61,00A04
R,0094,62,0067E
R,0094,63,00AE0
R,0094,64,00981
R,0094,65,010EA
R,0094,66,012F8
R,0094,67,0152E
R,0094,68,00ED7
R,0094,69,01670
R,0094,6A,00F35
R,0094,6B,008BC
R,0094,6C,01168
R,0094,6D,00FC4
R,0094,6E,01673
R,0094,6F,00D46
R,0094,70,0160E
R,0094,71,00A9D
R,0094,72,01172
R,0094,73,010A0
R,0094,74,006D5
R,0094,75,010C2
R,0094,76,001CF
R,0094,77,01527
R,0094,78,0082D
R,0094,79,00696
R,0094,7A,00F5F
R,0094,7B,01196
R,0094,7C,009C0
R,0094,7D,0163A
R,0094,7E,00F74
R,0094,7F,0061E
R,0094,80,005FD
R,0094,81,009CB
R,0094,82,013AA
R,0094,83,011E2
R,0094,84,008B6
R,0094,85,005D6
R,0094,86,0054C
R,0094,87,010A8
R,0094,88,00D14
R,0094,89,003F9
R,0094,8A,0071D
R,0094,8B,00DDB
R,0094,8C,01123
R,0094,8D,01329
R,0094,8E,006C4
R,0094,8F,00E49
R,0094,90,014A3
R,0094,91,00795
R,0094,92,00EEB
R,0094,93,00A39
R,0094,94,00364
R,0094,95,00858
R,0094,96,00C04
R,0094,97,003A2
R,0094,98,0161D
R,0094,99,010EF
R,0094,9A,00689
R,0094,9B,00E08
R,0094,9C,0046C
R,0094,9D,00F49
R,0094,9E,01041
R,0094,9F,011E8
R,0094,A0,00436
R,0094,A1,011A2
R,0094,A2,0136A
R,0094,A3,0116D
R,0094,A4,00DC3
R,0094,A5,00D95
R,0094,A6,01395
R,0094,A7,015D8
R,0094,A8,00E12
R,0094,A9,012D6
R,0094,AA,01684
R,0094,AB,00265
R,0094,AC,0026D
R,0094,AD,005FC
R,0094,AE,01521
R,0094,AF,00706
R,0094,B0,00F2A
R,0094,B1,011B6
R,0094,B2,00308
R,0094,B3,00365
R,0094,B4,01353
R,0094,B5,013D7
R,0094,B6,0119A
R,0094,B7,0111A
R,0094,B8,0059C
R,0094,B9,00220
R,0094,BA,00217
R,0094,BB,0042F
R,0094,BC,0025E
R,0094,BD,00D6C
R,0094,BE,005A5
R,0094,BF,00715
R,0094,C0,00C4D
R,0094,C1,01080
R,0094,C2,0132B
R,0094,C3,011E4
R,0094,C4,00556
R,0094,C5,01275
R,0094,C6,008F0
R,0094,C7,00C00
R,0094,C8,00449
R,0094,C9,00AD6
R,0094,CA,00834
R,0094,CB,004EF
R,0094,CC,009FB
R,0094,CD,01663
R,0094,CE,01059
R,0094,CF,0123E
R,0094,D0,0164D
R,0094,D1,015D3
R,0094,D2,01635
R,0094,D3,00F7A
R,0094,D4,003FD
R,0094,D5,012A1
R,0094,D6,00533
R,0094,D7,015A0
R,0094,D8,004E9
R,0094,D9,00539
R,0094,DA,005B0
R,0094,DB,00302
R,0094,DC,008C6
R,0094,DD,00641
R,0094,DE,00286
R,0094,DF,00694
R,0094,E0,01543
R,0094,E1,00219
R,0094,E2,006D8
R,0094,E3,011B0
R,0094,E4,0142F
R,0094,E5,015FC
R,0094,E6,00359
R,0094,E7,00D41
R,0094,E8,00538
R,0094,E9,014ED
R,0094,EA,01435
R,0094,EB,00A5E
R,0094,EC,01069
R,0094,ED,00270
R,0094,EE,009F5
R,0094,EF,001EC
R,0094,F0,00C50
R,0094,F1,013C9
R,0094,F2,00DDF
R,0094,F3,00869
R,0094,F4,00B8E
R,0094,F5,00F09
R,0094,F6,0093B
R,0094,F7,015B8
R,0094,F8,00328
R,0094,F9,00F41
R,0094,FA,00D88
R,0094,FB,014E1
R,0094,FC,00859
R,0094,FD,00E9A
R,0094,FE,00778
R,0094,FF,00E9F
T,0094,005551E9
R,0095,00,009B0
R,0095,01,01524
R,0095,02,0156B
R,0095,03,00416
R,0095,04,008F1
R,0095,05,00893
R,0095,06,0122C
R,0095,07,00B0B
R,0095,08,004C4
R,0095,09,00EFF
R,0095,0A,008E6
R,0095,0B,01160
R,0095,0C,015EF
R,0095,0D,00D7F
R,0095,0E,002D8
R,0095,0F,013B1
R,0095,10,01114
R,0095,11,01667
R,0095,12,002A2
R,0095,13,00DFC
R,0095,14,011F9
R,0095,15,0085C
R,0095,16,00F2F
R,0095,17,01630
R,0095,18,00A1D
R,0095,19,01519
R,0095,1A,013D6
R,0095,1B,009C9
R,0095,1C,00C4B
R,0095,1D,01373
R,0095,1E,00FF6
R,0095,1F,0099E
R,0095,20,007C8
R,0095,21,013B0
R,0095,22,015BA
R,0095,23,0135C
R,0095,24,0153B
R,0095,25,01536
R,0095,26,00CBE
R,0095,27,01695
R,0095,28,00960
R,0095,29,00DC9
R,0095,2A,005D0
R,0095,2B,0066D
R,0095,2C,01561
R,0095,2D,00C30
R,0095,2E,009F6
R,0095,2F,0062D
R,0095,30,0126F
R,0095,31,00256
R,0095,32,00F3D
R,0095,33,00CCF
R,0095,34,00240
R,0095,35,00458
R,0095,36,00841
R,0095,37,01033
R,0095,38,016B5
R,0095,39,0083F
R,0095,3A,0067C
R,0095,3B,001ED
R,0095,3C,01585
